Make,Fuel-Type,Aspiration,Num-of-Doors,Body-Style,Drive-Wheels,Engine-Location,Wheel-Base,Length,Width,Height,Curb-Weight,Engine-Type,Cylinders,Engine-Size,Fuel-System,Bore,Stroke,Compression-ratio,Horsepower,Peak-rpm,City-MPG,Highway-MPG,Price,MPG-difference,Car-Area
toyota,gas,std,2.0,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985,ohc,4.0,92,2bbl,3.05,3.03,9.0,62.0,4800.0,35,39,5348,4,550085.94
toyota,gas,std,2.0,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040,ohc,4.0,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6338,7,550085.94
toyota,gas,std,4.0,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015,ohc,4.0,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6488,7,550085.94
toyota,gas,std,4.0,wagon,fwd,front,95.7,169.7,63.6,59.1,2280,ohc,4.0,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,37,6918,6,637861.572
toyota,gas,std,4.0,wagon,4wd,front,95.7,169.7,63.6,59.1,2290,ohc,4.0,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,7898,5,637861.572
toyota,gas,std,4.0,wagon,4wd,front,95.7,169.7,63.6,59.1,3110,ohc,4.0,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,8778,5,637861.572
toyota,gas,std,4.0,sedan,fwd,front,95.7,166.3,64.4,53.0,2081,ohc,4.0,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,6938,7,567615.16
toyota,gas,std,4.0,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109,ohc,4.0,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,7198,7,565473.216
toyota,diesel,std,4.0,sedan,fwd,front,95.7,166.3,64.4,53.0,2275,ohc,4.0,110,idi,3.27,3.35,22.5,56.0,4500.0,34,36,7898,2,567615.16
toyota,diesel,std,4.0,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275,ohc,4.0,110,idi,3.27,3.35,22.5,56.0,4500.0,38,47,7788,9,565473.216
toyota,gas,std,4.0,sedan,fwd,front,95.7,166.3,64.4,53.0,2094,ohc,4.0,98,2bbl,3.19,3.03,9.0,70.0,4800.0,38,47,7738,9,567615.16
toyota,gas,std,4.0,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122,ohc,4.0,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,8358,6,565473.216
toyota,gas,std,4.0,sedan,fwd,front,95.7,166.3,64.4,52.8,2140,ohc,4.0,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,9258,6,565473.216
toyota,gas,std,2.0,sedan,rwd,front,94.5,168.7,64.0,52.6,2169,ohc,4.0,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8058,5,567911.6799999999
toyota,gas,std,2.0,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204,ohc,4.0,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8238,5,567911.6799999999
toyota,gas,std,2.0,sedan,rwd,front,94.5,168.7,64.0,52.6,2265,dohc,4.0,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9298,3,567911.6799999999
toyota,gas,std,2.0,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300,dohc,4.0,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9538,3,567911.6799999999
toyota,gas,std,2.0,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540,ohc,4.0,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,8449,6,601053.4399999998
toyota,gas,std,2.0,hardtop,rwd,front,98.4,176.2,65.6,52.0,2536,ohc,4.0,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9639,6,601053.4399999998
toyota,gas,std,2.0,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551,ohc,4.0,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9989,6,601053.4399999998
toyota,gas,std,2.0,hardtop,rwd,front,98.4,176.2,65.6,52.0,2679,ohc,4.0,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11199,6,601053.4399999998
toyota,gas,std,2.0,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714,ohc,4.0,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11549,6,601053.4399999998
toyota,gas,std,2.0,convertible,rwd,front,98.4,176.2,65.6,53.0,2975,ohc,4.0,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,17669,6,612612.1599999999
toyota,gas,std,4.0,sedan,fwd,front,102.4,175.6,66.5,54.9,2326,ohc,4.0,122,mpfi,3.31,3.54,8.7,92.0,4200.0,29,34,8948,5,641089.26
toyota,diesel,turbo,4.0,sedan,fwd,front,102.4,175.6,66.5,54.9,2480,ohc,4.0,110,idi,3.27,3.35,22.5,73.0,4500.0,30,33,10698,3,641089.26
toyota,gas,std,4.0,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414,ohc,4.0,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,9988,5,629411.86
toyota,gas,std,4.0,sedan,fwd,front,102.4,175.6,66.5,54.9,2414,ohc,4.0,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,10898,5,641089.26
toyota,gas,std,4.0,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458,ohc,4.0,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,11248,5,629411.86
toyota,gas,std,2.0,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976,dohc,6.0,171,mpfi,3.27,3.35,9.3,161.0,5200.0,20,24,16558,4,645993.4
toyota,gas,std,2.0,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016,dohc,6.0,171,mpfi,3.27,3.35,9.3,161.0,5200.0,19,24,15998,5,645993.4
toyota,gas,std,4.0,sedan,rwd,front,104.5,187.8,66.5,54.1,3131,dohc,6.0,171,mpfi,3.27,3.35,9.2,156.0,5200.0,20,24,15690,4,675638.67
toyota,gas,std,4.0,wagon,rwd,front,104.5,187.8,66.5,54.1,3151,dohc,6.0,161,mpfi,3.27,3.35,9.2,156.0,5200.0,19,24,15750,5,675638.67
volkswagen,diesel,std,2.0,sedan,fwd,front,97.3,171.7,65.5,55.7,2261,ohc,4.0,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7775,9,626421.695
volkswagen,gas,std,2.0,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,ohc,4.0,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,7975,7,626421.695
volkswagen,diesel,std,4.0,sedan,fwd,front,97.3,171.7,65.5,55.7,2264,ohc,4.0,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7995,9,626421.695
volkswagen,gas,std,4.0,sedan,fwd,front,97.3,171.7,65.5,55.7,2212,ohc,4.0,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8195,7,626421.695
volkswagen,gas,std,4.0,sedan,fwd,front,97.3,171.7,65.5,55.7,2275,ohc,4.0,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8495,7,626421.695
volkswagen,diesel,turbo,4.0,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,ohc,4.0,97,idi,3.01,3.4,23.0,68.0,4500.0,37,42,9495,5,626421.695
volkswagen,gas,std,4.0,sedan,fwd,front,97.3,171.7,65.5,55.7,2300,ohc,4.0,109,mpfi,3.19,3.4,10.0,100.0,5500.0,26,32,9995,6,626421.695
volkswagen,gas,std,2.0,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,4.0,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,11595,5,568624.5360000001
volkswagen,gas,std,2.0,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221,ohc,4.0,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,9980,5,545086.72
volkswagen,gas,std,4.0,sedan,fwd,front,100.4,180.2,66.9,55.1,2661,ohc,5.0,136,mpfi,3.19,3.4,8.5,110.0,5500.0,19,24,13295,5,664251.4380000001
volkswagen,diesel,turbo,4.0,sedan,fwd,front,100.4,180.2,66.9,55.1,2579,ohc,4.0,97,idi,3.01,3.4,23.0,68.0,4500.0,33,38,13845,5,664251.4380000001
volkswagen,gas,std,4.0,wagon,fwd,front,100.4,183.1,66.9,55.1,2563,ohc,4.0,109,mpfi,3.19,3.4,9.0,88.0,5500.0,25,31,12290,6,674941.3890000001
volvo,gas,std,4.0,sedan,rwd,front,104.3,188.8,67.2,56.2,2912,ohc,4.0,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,12940,5,713029.6320000001
volvo,gas,std,4.0,wagon,rwd,front,104.3,188.8,67.2,57.5,3034,ohc,4.0,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,13415,5,729523.2000000001
volvo,gas,std,4.0,sedan,rwd,front,104.3,188.8,67.2,56.2,2935,ohc,4.0,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,15985,4,713029.6320000001
volvo,gas,std,4.0,wagon,rwd,front,104.3,188.8,67.2,57.5,3042,ohc,4.0,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,16515,4,729523.2000000001
volvo,gas,turbo,4.0,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,ohc,4.0,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18420,5,713029.6320000001
volvo,gas,turbo,4.0,wagon,rwd,front,104.3,188.8,67.2,57.5,3157,ohc,4.0,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18950,5,729523.2000000001
volvo,gas,std,4.0,sedan,rwd,front,109.1,188.8,68.9,55.5,2952,ohc,4.0,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,16845,5,721961.7600000001
volvo,gas,turbo,4.0,sedan,rwd,front,109.1,188.8,68.8,55.5,3049,ohc,4.0,141,mpfi,3.78,3.15,8.7,160.0,5300.0,19,25,19045,6,720913.92
volvo,gas,std,4.0,sedan,rwd,front,109.1,188.8,68.9,55.5,3012,ohcv,6.0,173,mpfi,3.58,2.87,8.8,134.0,5500.0,18,23,21485,5,721961.7600000001
volvo,diesel,turbo,4.0,sedan,rwd,front,109.1,188.8,68.9,55.5,3217,ohc,6.0,145,idi,3.01,3.4,23.0,106.0,4800.0,26,27,22470,1,721961.7600000001
volvo,gas,turbo,4.0,sedan,rwd,front,109.1,188.8,68.9,55.5,3062,ohc,4.0,141,mpfi,3.78,3.15,9.5,114.0,5400.0,19,25,22625,6,721961.7600000001
